Ulasan,Label
"['fitur', 'yg', 'tambah', 'filter', 'search', 'kota', 'biar', 'mudah', 'mncari', 'dokter', 'yg', 'kota', 'dgn', 'si', 'pasien']",Simplicity
"['bagus', 'tuh', 'cocok']",Operability
"['bantu', 'halodoc', 'efisien']",Execution Efficiency
"['mantap', 'konsul', 'lgsg']",Operability
"['bantu', 'konsultasi', 'dokter']",Operability
['bantu'],Operability
"['aplikasi', 'bantu', 'sayatrims']",Operability
"['manfaat', 'maksimal', 'mudah', 'jangkau', 'fasilitas', 'sehat', 'repot', 'macet', 'antre']",Simplicity
"['mudah', 'manfaat']",Simplicity
"['mantap', 'aplikasi']",Operability
"['gak', 'yg', 'ngangkat', 'telp', 'video', 'call', 'nyaasibuk', 'banget', 'yaaa', 'dokter', 'nyaatidak', 'bagus', 'layan', 'nya']",Operability
['bagus'],Operability
"['ksi', 'klo', 'bagus', 'tambahin']",Operability
"['lumayan', 'nih', 'aplikasi', 'saat', 'sakitgampang', 'tolong', 'terimakasih', 'ya', 'embe', 'memberitahu', 'mendownload', 'aplikasi']",Simplicity
"['aplikasi', 'kerendokternya', 'fast', 'respon', 'bgtsemoga', 'bermanfaaat']",Execution Efficiency
"['good', 'heathy', 'for', 'everything']",Operability
"['smoga', 'manfaat', 'smua']",Operability
"['coba', 'moga', 'manfaat', 'bintang']",Operability
"['coba', 'dehsemoga', 'manfaat']",Operability
"['moga', 'manfaat', 'maslahat', 'manusia']",Operability
"['moga', 'manfaat', 'guna', 'aplikasi']",Operability
"['dokter', 'pribadi', 'moga', 'manfaat']",Operability
"['aplikasi', 'yg', 'bagus', 'liat', 'kalo', 'bagus', 'kasih', 'bintang']",Operability
['bagus'],Operability
"['simple', 'senang']",Simplicity
"['moga', 'manfaat', 'coba']",Operability
"['lengkapin', 'deh', 'fiturfiturnya']",Completeness
"['mudah', 'top', 'up', 'gsmdan', 'atur', 'bahasa']",Simplicity
['mantap'],Operability
['bagus'],Operability
['bantu'],Operability
"['bantu', 'wujud', 'indonesia', 'sehat']",Operability
"['manfaat', 'bgi']",Operability
['good'],Operability
['bantu'],Operability
"['moga', 'konsul', 'cepat', 'tanggap', 'trims']",Execution Efficiency
"['ntar', 'kalo', 'bantu', 'bintang']",Operability
"['coba', 'aja', 'klo', 'bagus', 'ya']",Operability
"['kayan', 'bantu', 'nih']",Operability
"['terima', 'kasih', 'halo', 'docsangat', 'bantu', 'tolong', 'lengkap', 'ya']",Completeness
"['klu', 'manfaat', 'bnyk', 'ku', 'i']",Operability
['bantu'],Operability
"['bantu', 'sehat', 'mantab', 'aplikasi']",Operability
"['bantu', 'konsultasi']",Operability
"['apl', 'yg', 'bagus', 'terima', 'kasih']",Operability
"['klo', 'bagus', 'lanjutin']",Operability
['bagus'],Operability
['mantap'],Operability
"['keren', 'bantu']",Operability
"['coba', 'klo', 'bagus', 'bintang', 'klo', 'jlek', 'uninstal']",Operability
"['good', 'doc']",Operability
['bagus'],Operability
"['moga', 'aplikasi', 'bantu']",Operability
"['nya', 'smart', 'bgt', 'ni', 'aplikasi', 'mmbantu']",Operability
"['tingkat', 'aplikasi', 'kualitas', 'baik']",Operability
"['moga', 'bantu', 'batas', 'tq', 'dokter']",Operability
"['bagus', 'bgt', 'konsult', 'ttg', 'sehat']",Operability
"['sngt', 'mmbntu', 'krn', 'efisien']",Execution Efficiency
"['aplikasi', 'yg', 'sngat', 'manfaat']",Operability
"['aplikasi', 'halodoc', 'mudah', 'efisien', 'tolong', 'konsultasi', 'langsung']",Simplicity
"['aplikasi', 'halodok', 'bantu', 'solusi', 'yg', 'makasih']",Operability
"['bagus', 'dokter', 'yg', 'ga', 'care']",Operability
"['coba', 'aplikasi', 'moga', 'bantu', 'promo']",Operability
"['lebih', 'bagus', 'ya', 'min']",Operability
['guna'],Operability
['manfaat'],Operability
"['bantu', 'mkasi', 'gk', 'kluar', 'rumah', 'konsultasi', 'docter']",Operability
"['makasih', 'banyk', 'sngat', 'bantu', 'dn', 'aplikasi', 'manfaat']",Operability
['bagus'],Operability
"['bgs', 'sekalisngt', 'bantu']",Operability
['mantap'],Operability
['manfaat'],Operability
"['bagus', 'bantu', 'yg', 'hidup']",Operability
"['wahh', 'aplikasi', 'bantu', 'banget', 'onlinenan', 'dokter', 'gratis', 'lagibalasnya', 'cepet', 'pokok', 'bantu', 'terima', 'kasih', 'dokter', 'ganteng', 'cantik', 'semangat', 'yaa', 'bantu', 'masyarakat', 'indonesia']",Operability
"['insya', 'allah', 'manfaat', 'thanks']",Operability
"['baguusssjawaban', 'dr', 'dokterx', 'jg', 'cepatok', 'dehh']",Execution Efficiency
['brmanfaat'],Operability
"['bantu', 'koreksi', 'mau', 'daftar', 'dokter', 'pemberitahuan', 'dokter', 'online', 'offline', 'lihat', 'dokter', 'status', 'online', 'chat', 'balas', 'pemberitahuan', 'offlinenya', 'customer', 'langsung', 'pilih', 'dokter', 'online', 'konsultasi', 'trimakasih']",Operability
"['mantaap', 'banyaak', 'manfaatnyaok']",Operability
['bantu'],Operability
"['pribadi', 'puas', 'aplikasi', 'bantu', 'dokter', 'fast', 'respond', 'ramah', 'ramah']",Execution Efficiency
"['coba', 'tar', 'klo', 'manfaat', 'deh', 'bintang']",Operability
"['bantu', 'erti', 'kasiat', 'obat']",Operability
"['aplikasi', 'bagus', 'bantu', 'trutama', 'dokter', 'dokter', 'ramah', 'sabar', 'menjawabterima', 'kasih', 'halo', 'dok', 'aplikasi', 'bantu', 'smoga', 'depan', 'maju', 'sukses', 'dokter', 'sabar', 'konsul']",Operability
"['keren', 'abissssssssss']",Operability
"['fast', 'respon', 'dokter', 'adminnya']",Execution Efficiency
"['busa', 'bantu', 'tingkat', 'sehat', 'masyarakat', 'luas']",Operability
"['verry', 'good']",Operability
"['terima', 'kasih', 'utk', 'program', 'moga', 'kembang', 'manfaat', 'bangsa', 'cinta']",Operability
"['cepat', 'tanggap']",Execution Efficiency
"['bagus', 'tarik', 'dg', 'foto', 'segmentasi', 'normal', 'yakin']",Operability
"['bantu', 'keluarga', 'jaga', 'sehat', 'every', 'time']",Operability
"['aplikasi', 'nya', 'bagus', 'bantu', 'wawas', 'medis', 'sayaang', 'yg', 'bahasa', 'inggris', 'sedikiit', 'suliit', 'mymamcomplainbecauselanguageinenglish']",Operability
"['aplikasi', 'bantu', 'manfaat', 'nyesel', 'klo', 'ga', 'download']",Operability
"['bantu', 'aplikasi', 'saran', 'kembang', 'isi', 'dokter', 'halodoc', 'pasti', 'status', 'online', 'tanggung', 'jawab', 'status', 'on', 'thanks', 'all']",Operability
"['bantu', 'banget']",Operability
['good'],Operability
['bagus'],Operability
"['good', 'aplikasilication', 'so', 'help', 'for', 'us']",Operability
['bantu'],Operability
['bagus'],Operability
"['tw', 'jga', 'kyk', 'apl', 'nya', 'solx', 'bru', 'mw', 'download', 'tpi', 'bagus', 'kayakx', 'bantu', 'konsultasi', 'ama', 'dokter', 'apalagu', 'klo', 'kepept', 'kn', 'jdi', 'sih', 'apl', 'bagus']",Operability
"['bantu', 'pisah', 'kategori', 'ahli', 'dokter', 'mudah', 'guna']",Simplicity
['good'],Operability
['good'],Operability
"['mhon', 'bantuanya']",Operability
"['good', 'x']",Operability
['good'],Operability
"['bantu', 'ga', 'susah', 'susah', 'cari', 'dokter', 'membutuhkanya']",Operability
"['ku', 'kasih', 'erti', 'guna', 'sy', 'kasih', 'saran', 'sy', 'intruksinya', 'tolong', 'bh', 'indonesia', 'at', 'sdh', 'kasih', 'tau', 'tutor', 'nya', 'makasih']",Operability
['bantu'],Operability
['bagus'],Operability
['muas'],Operability
"['guna', 'turunin', 'bintang']",Operability
"['mudah', 'pasien', 'sukses', 'halo', 'doc']",Simplicity
['muas'],Operability
['bagus'],Operability
['baik'],Operability
['bantu'],Operability
"['jelas', 'paham']",Simplicity
"['suka', 'aplikasi', 'karna', 'dokter', 'ramah', 'responnya', 'gak', 'bantu', 'makasih']",Operability
"['mantap', 'jiwa', 'good']",Operability
['bantu'],Operability
"['klo', 'kapasitas', 'nya', 'biar', 'manfaat', 'mutu']",Operability
"['bantu', 'respon', 'dokter', 'cepat', 'bantu', 'kantor', 'sibuk', 'sakit', 'langsung', 'lwt', 'aplikasi', 'thx', 'halodoc']",Execution Efficiency
"['bagus', 'banget', 'aplikasi']",Operability
"['sesal', 'instal', 'aplikasi', 'bantu', 'konsultasi', 'free', 'bantu', 'masalah', 'sehat', 'program', 'fitness', 'sehat', 'nya', 'ready', 'bantu', 'terimakasih']",Operability
"['bantu', 'pasien']",Operability
"['pulsa', 'gratis', 'gampang', 'tinggal', 'download', 'apk', 'popslide', 'play', 'store', 'daftar', 'masuk', 'kode', 'rekomendasi', 'bbbxy', 'pulsa', 'rb', 'daftar', 'pasu', 'kode', 'tsb', 'bonus', 'ayo', 'buru', 'tunggu', 'masuk', 'kode', 'bbbxy', 'jgn', 'sampe', 'salah', 'huruf', 'kecil']",Simplicity
"['sungguh', 'hebat', 'aplikasi', 'dokter', 'ramah', 'cepat', 'responnya', 'bantu', 'instal', 'nyesel', 'deh']",Execution Efficiency
"['manfaat', 'orang', 'awam']",Operability
"['a', 'good', 'choice', 'when', 'we', 'have', 'no', 'time', 'to', 'see', 'doctor', 'directly']",Operability
['mantap'],Operability
"['bagus', 'deh']",Operability
"['bantu', 'rasa', 'keluh', 'apa']",Operability
"['sen', 'sesutu', 'konfirmasi', 'samagimana', 'aplimasimohon', 'tingkat', 'respons', 'nyasoalnya', 'hubung', 'dg', 'sehat', 'dg', 'sikgap', 'cepat', 'knp', 'hubung', 'dg', 'nyawa', 'sehat']",Execution Efficiency
"['good', 'choice', 'for', 'urban', 'people']",Operability
"['aplikasi', 'sangatt', 'membantuterimakash', 'halodok']",Operability
"['bagus', 'baru', 'aplikasi', 'mutu', 'bantu']",Operability
"['hbs', 'akun', 'diaccept', 'tp', 'gak', 'tanggap', 'lgtlong', 'bantu']",Operability
"['bantu', 'sekalikalau', 'saran', 'tambah', 'dokter', 'spesialis', 'kulit', 'ya', 'so', 'far', 'so', 'good']",Operability
"['bantu', 'trima', 'ksih', 'halodoc']",Operability
"['blm', 'prnh', 'psang', 'aplikasi', 'inibru', 'updatesemoga', 'manfaat']",Operability
"['moga', 'sukses', 'doktorsangat', 'bantu']",Operability
"['bantu', 'responnya', 'cepat']",Execution Efficiency
"['amazing', 'verygood']",Operability
"['aplikasi', 'layan', 'cepat']",Execution Efficiency
['good'],Operability
"['bantu', 'murah']",Operability
"['baguss', 'sekaliiii']",Operability
"['inovasi', 'baik']",Operability
"['muas', 'dokter', 'pelayannanya', 'sngat', 'bantu']",Operability
['bantu'],Operability
"['bantu', 'tq']",Operability
"['aplikasi', 'gomed', 'bagus', 'lengkap', 'ganti', 'halodoc', 'ribet', 'lot', 'gak', 'lengkap', 'aplikasi', 'gomed', 'hidup']",Completeness
['good'],Operability
"['bagus', 'banget']",Operability
"['manfaat', 'yg', 'butuh', 'yg', 'sibuk']",Operability
"['msih', 'lengkap', 'obat', 'generik', 'nya', 'banyak', 'obat', 'paten']",Completeness
"['maaf', 'sy', 'uninstall', 'lg', 'alamat', 'jangkau', 'mana', 'sy', 'rubah', 'lokasi', 'jakarta', 'ndak', 'jangkau', 'cepat', 'baik', 'sy', 'yg', 'pakai', 'aplikasi', 'nya', 'krna', 'sdah', 'kerja', 'dg', 'gojek']",Execution Efficiency
['good'],Operability
['good'],Operability
['mantap'],Operability
"['bikin', 'iklan', 'aja', 'tampil', 'layar', 'capek', 'tau', 'nge', 'war', 'aja', 'kegangu', 'iklan', 'gak']",Simplicity
"['mantap', 'menit', 'udah', 'dapet']",Operability
"['chat', 'dgn', 'dr', 'agra', 'cp', 'aplikasi', 'halodoc', 'diagnosa', 'nya', 'saran', 'medis', 'nya', 'ayo', 'halodoc', 'promo', 'code', 'nya']",Simplicity
"['ane', 'sakit', 'gigi', 'panggil', 'yg', 'laki', 'gua', 'doc', 'gua', 'sakit', 'gigi', 'laluh', 'suruh', 'ambil', 'sendok', 'cabut', 'hebat', 'hebat']",Operability
"['bagus', 'banget', 'cita', 'dokter']",Operability
"['good', 'bantu', 'slm', 'sehat']",Operability
"['sangeat', 'menbantu']",Operability
"['bagus', 'tebal', 'cetak', 'huruf']",Operability
"['mantap', 'bnget', 'dok']",Operability
"['dapat', 'bagus', 'orang', 'suka']",Operability
['bantu'],Operability
['keren'],Operability
"['mudah', 'manfaat', 'bantu', 'orang']",Simplicity
['good'],Operability
"['lum', 'pake', 'tpi', 'mbantu', 'ea']",Operability
"['bagus', 'bantu']",Operability
['bagus'],Operability
"['bagus', 'body', 'messige']",Operability
"['aplikasi', 'bagusdan', 'manfaat', 'sekalitrima', 'kasih']",Operability
"['ngga', 'pusing', 'nich', 'malammalam', 'anak', 'sakit', 'order', 'via', 'apotik', 'cpt', 'banget', 'respon', 'nya', 'obat', 'cepat']",Execution Efficiency
"['respon', 'dokter', 'cepat', 'banget', 'nich', 'bantu', 'thx', 'halodoc']",Execution Efficiency
"['dokter', 'responnya', 'cepat', 'bantu']",Execution Efficiency
"['bantu', 'rumah', 'kantor']",Operability
"['bantu', 'lgsg', 'pesan', 'obat', 'via', 'apotik']",Operability
"['ngapain', 'gabung', 'sih', 'enak', 'go', 'med', 'cepet', 'praktis', 'ga', 'aplikasimending', 'ga', 'pakai']",Execution Efficiency
"['cepat', 'percaya', 'kendali']",Execution Efficiency
['puas'],Operability
['mantap'],Operability
"['gampang', 'banget', 'nyari', 'obat', 'cepat', 'delivery', 'nya']",Simplicity
"['klo', 'lengkap']",Completeness
['mantap'],Operability
"['bagus', 'sig']",Operability
"['guna', 'batu', 'moga', 'masa']",Operability
"['coba', 'mudah', 'bantu']",Simplicity
"['yuk', 'pakai', 'kode', 'acepg', 'dapat', 'diskon', 'langsung', 'rb', 'beli', 'min', 'rb', 'halodoc', 'beli', 'obat', 'vitamin', 'mu', 'moga', 'manfaat', 'terima', 'kasih']",Operability
"['aplikasi', 'yg', 'bantu', 'order', 'barang', 'langsung', 'kirim']",Operability
['bantu'],Operability
['good'],Operability
['good'],Operability
"['bagus', 'bantu']",Operability
"['ilmu', 'yg', 'manfaat', 'panjang', 'usia', 'dg', 'hidup', 'sehat']",Operability
"['keren', 'banget']",Operability
"['apl', 'bantu', 'sya']",Operability
"['kirim', 'cepat', 'free', 'ongkir', 'bantu']",Execution Efficiency
"['bagus', 'bgt', 'konsultasimhon', 'tingkatkn', 'trus']",Operability
"['bagus', 'x']",Operability
"['the', 'best']",Operability
"['so', 'bad', 'area', 'gk', 'trrjangkauu', 'sih', 'pesan', 'online', 'shop', 'fine', 'fine', 'aja', 'tinggal', 'strategis', 'ggk', 'jangkau', 'sih', 'sebel', 'banget', 'nih', 'aplikasi', 'keren', 'go', 'medicine', 'yg']",Operability
"['pasang', 'nyoba', 'sen', 'obat', 'ga', 'sampe', 'menit', 'udh', 'nyampe', 'tu', 'obat', 'muas']",Operability
['good'],Operability
"['bantu', 'sy', 'dengar', 'terimakasih']",Operability
['keren'],Operability
['guna'],Operability
['bagus'],Operability
"['kirim', 'cepat', 'free', 'ongkir']",Execution Efficiency
"['sy', 'mendownload', 'aplikasi', 'sprtinya', 'bagus']",Operability
"['moga', 'dgn', 'konsultasi', 'sehat', 'manfaat', 'bg', 'baca']",Operability
['mantaplikasip'],Operability
['manfaat'],Operability
['good'],Operability
"['bagus', 'sngat', 'bantu']",Operability
"['manfaat', 'mksh']",Operability
['good'],Operability
"['aplikasi', 'bantu', 'not', 'recommended']",Simplicity
"['bantusn', 'dalah', 'pencet', 'gt', 'washp', 'hilang']",Operability
['bantu'],Operability
['bantu'],Operability
['good'],Operability
"['manfaat', 'orang']",Operability
"['good', 'is', 'very', 'good', 'thanks', 'ya']",Operability
"['manfaat', 'aplikasi', 'thanks']",Operability
['bantu'],Operability
"['keren', 'tau', 'kenal', 'suster']",Operability
"['kereeenn', 'cepat', 'lumayan', 'promo', 'nya']",Execution Efficiency
"['mdhan', 'bs', 'manfaat']",Operability
"['verry', 'helpfull']",Operability
"['darurat', 'butuh', 'obat', 'gak', 'rumah', 'halodoc', 'bantu', 'terima', 'kasih']",Operability
"['ya', 'hidup', 'dunia', 'ajar', 'ajar', 'mantap']",Operability
"['it', 'was', 'so', 'bad', 'aplikasi', 'kalo', 'gak', 'bs', 'reach', 'apotik', 'jam', 'dekat', 'a', 'lot', 'of', 'ppl', 'outthere', 'butuh', 'aplikasi', 'darurat', 'salah', 'contoh', 'nya', 'malamdini', 'kaya', 'gin', 'tp', 'ngga', 'bs']",Operability
"['bantu', 'good', 'pokok']",Operability
"['aplikasi', 'nya', 'simple', 'oke', 'order', 'jg', 'cepet', 'dipick', 'gojek', 'trs', 'cepet', 'jg', 'antar', 'krn', 'apotik', 'dket', 'rumah', 'plus', 'kode', 'pot', 'vocer', 'jd', 'bs', 'hemat', 'kantong', 'deh']",Simplicity
"['terimakasih', 'nya', 'aplikasi', 'konsul', 'dokter', 'mana', 'gratis', 'aplikasi', 'sangatsangat', 'bantu', 'karna', 'sakit']",Operability
"['install', 'klu', 'bagus', 'tambah', 'nya']",Operability
"['bagus', 'q']",Operability
"['donlot', 'jd', 'nnt', 'kasih', 'bintang', 'kalu', 'bagus']",Operability
"['bagus', 'mudah', 'cari', 'obat', 'yg', 'butuh', 'gratis', 'ongkir', 'susah', 'cek', 'pesan', 'masukin', 'alamat', 'halaman', 'menu', 'pesan', 'mudah', 'ecek', 'pesan']",Simplicity
"['kayak', 'aplikasi', 'bagus']",Operability
"['coba', 'duluklo', 'bagus', 'q']",Operability
"['gak', 'sen', 'obat', 'banget', 'gak']",Simplicity
['mudah'],Simplicity
"['aplikasi', 'ga', 'bgt', 'rugi', 'kuota']",Simplicity
"['aplikasi', 'gak', 'nyesel', 'gw', 'download', 'kayak', 'gak', 'niat', 'nya', 'balikin', 'kuota', 'gw', 'n', 'gw', 'buang', 'sia', 'klo', 'pilih', 'rating', 'bintang', 'gw', 'kasih', 'bintang']",Simplicity
"['kalo', 'bagus', 'tsr', 'tambahin', 'lgi']",Operability
"['bantu', 'terima', 'kasih']",Operability
"['very', 'good']",Operability
"['coba', 'liat', 'hasil', 'nya', 'bagus', 'ngak']",Operability
"['coba', 'aplikasi', 'berkat', 'rekomendasi', 'temanteman', 'order', 'alami', 'buruk', 'telpon', 'driver', 'gojek', 'gilir', 'bingung', 'silih', 'ganti', 'telpon', 'bicara', 'telepon', 'salah', 'bilang', 'sistem', 'error', 'searching', 'driver', 'masuk', 'hape', 'driver', 'ganti', 'saran', 'mengcancel', 'pesan', 'pesan', 'kosong', 'apotek', 'sayang', 'menu', 'cancel', 'fungsi', 'jam', 'pesan', 'terkontangkantung', 'mampir', 'driver', 'driver', 'hubung', 'halodoc', 'customer', 'support', 'dicancel', 'pusat', 'nyaman', 'telpon', 'driver', 'terus', 'hasil', 'pikir', 'alam', 'buruk', 'pakai', 'aplikasi', 'situ', 'ulang', 'order', 'barang', 'driver', 'bawa', 'barang', 'tagih', 'kali', 'lipat', 'tagih', 'tera', 'aplikasi', 'hubung', 'halodoc', 'cs', 'jelas', 'driver', 'beli', 'apotek', 'kode', 'voucher', 'fungsi', 'cs', 'tawar', 'ganti', 'voucher', 'tolak', 'solusi', 'istimewa', 'voucher', 'bukti', 'mohon', 'maaf', 'halodoc', 'voucher', 'rb', 'minimal', 'beli', 'rb', 'voucher', 'yg', 'pakai', 'customer', 'minimal', 'order', 'timbang', 'cs', 'janji', 'hubung', 'x', 'jam', 'chat', 'area', 'tunggu', 'kerja', 'jumat', 'tanda', 'hubung', 'selasa', 'rabu', 'sungguh', 'lambat', 'tanggap', 'halodoc', 'aplikasi', 'beli', 'obat', 'darurat', 'lambat', 'direspon', 'butuh', 'jelas', 'barang', 'status', 'kembali', 'apa', 'bel', 'darurat', 'pakai', 'tunggu', 'status', 'bohong', 'cepat', 'akurat', 'kerja', 'halodoc', 'driver', 'salah', 'beli', 'kena', 'imbas', 'salah', 'aplikasiny', 'info', 'nama', 'nomor', 'hape', 'gojek', 'hubung', 'driver', 'kontak', 'konfirmasi', 'tibatiba', 'muncul', 'rumah', 'bawa', 'pesan', 'salah', 'kali', 'alam', 'buruk', 'pakai', 'pikir', 'aplikasi', 'sistem', 'paripurna', 'amburadul', 'unduh', 'mohon', 'timbang', 'seksama']",Simplicity
['mantap'],Operability
"['good', 'aplikasi']",Operability
"['lumayan', 'bagus', 'd', 'g', 'yg', 'd', 'tolong', 'aplikasi', 'bantu', 'bgt']",Operability
"['mantap', 'diare', 'ga', 'beli', 'obat', 'gratis', 'ongkir', 'cepat', 'baik']",Execution Efficiency
['good'],Operability
['good'],Operability
['mantaplikasip'],Operability
['bantu'],Operability
"['aplikasi', 'bagus', 'usefull', 'konsul', 'gratis', 'dgn', 'dokter', 'manfaat', 'sakit', 'tinggal', 'beli', 'obat', 'rumah', 'terimakasih', 'halodoc']",Operability
"['kalo', 'b', 'bagus', 'udtak']",Operability
"['uninstall', 'aja', 'kalo', 'ga', 'feed', 'back', 'aplikasi', 'tu', 'biar', 'jd', 'mudah', 'ga', 'kyk', 'gin', 'konsul', 'sm', 'dokter', 'read', 'trs', 'ga', 'dibls', 'tp', 'end', 'chat']",Simplicity
"['mebaca', 'ulas', 'bagus', 'klu', 'bgus', 'lg', 'sy', 'tambaih', 'bintang', 'pull', 'untk', 'gin', 'dlu', 'bnyk', 'yg', 'ssy', 'tanyain']",Operability
['bagus'],Operability
['bantu'],Operability
['manfaat'],Operability
"['smoga', 'mmbantu']",Operability
"['bagus', 'ya']",Operability
['good'],Operability
"['very', 'good']",Operability
['bagus'],Operability
"['moga', 'hasil', 'manfaat']",Operability
"['puas', 'bngt', 'dngn', 'apliksi', 'ni']",Operability
"['bantu', 'sakit', 'obat', 'langsung', 'antar', 'kerumahthx']",Operability
['keren'],Operability
"['lumayan', 'bantu']",Operability
"['mudahmaju', 'indonesia']",Simplicity
"['bagus', 'sen', 'obat', 'tuju', 'bantu']",Operability
"['coba', 'klo', 'bagus', 'tambahin', 'lg', 'deh']",Operability
"['moga', 'bantu']",Operability
['bagus'],Operability
['bagus'],Operability
"['bantu', 'terimakasi']",Operability
"['coba', 'aplikasi', 'mudah', 'bantu', 'guna', 'hp', 'nyaman', 'aman']",Simplicity
"['mantap', 'tingkat']",Operability
['good'],Operability
"['coba', 'kl', 'bagus', 'bintang']",Operability
"['tolong', 'd', 'bantu', 'pdocter', 'org', 'susah', 'yg', 'lgi', 'susahfakir', 'miskin', 'trim', 'pdocter']",Operability
"['bagus', 'jd', 'pede', 'kembar', 'orang', 'negeri', 'hee', 'heee']",Operability
"['bersih', 'cepat', 'da', 'otomatis']",Execution Efficiency
['bantu'],Operability
"['aplikasi', 'mudah', 'guna', 'sehat', 'depan', 'mohon', 'nomor', 'telfon', 'darurat', 'rumah', 'sakit', 'dekat', 'jemput', 'ambulance', 'real', 'time', 'gratis', 'terimakasih', 'halodoc']",Simplicity
"['guna', 'bgt']",Operability
['mantap'],Operability
"['moga', 'manfaat', 'tolong', 'orang']",Operability
"['moga', 'bermanfaatbr', 'coba']",Operability
['bagus'],Operability
"['bantu', 'cegah']",Operability
['good'],Operability
['bagus'],Operability
['bagus'],Operability
['bantu'],Operability
"['aplikasi', 'yg', 'bantu', 'utk', 'kesehatankereeennn']",Operability
"['sampe', 'bener', 'bagus', 'citraraya', 'gin', 'strategis', 'nya', 'ga', 'konfirmasi', 'map', 'payah']",Operability
"['bagus', 'kasih', 'bintang', 'limo']",Operability
"['mantap', 'kembang']",Operability
"['bguss', 'guna']",Operability
['mrmbantu'],Operability
['bagus'],Operability
"['nyoba', 'percaya', 'bagus', 'moga', 'bantu']",Operability
